,year,geo_lvl,geo_cd,geo_desc,plan_type,tot_opioid_clms,tot_clms,opioid_prscrbng_rate,opioid_prscrbng_rate_5y_chg,opioid_prscrbng_rate_1y_chg,la_tot_opioid_clms,la_opioid_prscrbng_rate,la_opioid_prscrbng_rate_5y_chg,la_opioid_prscrbng_rate_1y_chg
529,2018,State,23.0,Maine,FFS,71780.0,1902774.0,3.77,-3.11,-0.27,10949.0,15.25,5.33,-0.25
531,2018,State,24.0,Maryland,All,600957.0,13989965.0,4.3,-3.02,-0.96,64549.0,10.74,1.18,-0.86
532,2018,State,24.0,Maryland,FFS,29253.0,4546490.0,0.64,-1.01,-0.21,3305.0,11.3,-3.27,-0.42
533,2018,State,24.0,Maryland,MC,571704.0,9443475.0,6.05,-4.02,-1.35,61244.0,10.71,1.55,-0.88
534,2018,State,25.0,Massachusetts,All,430522.0,16447052.0,2.62,-3.37,-0.56,41252.0,9.58,-0.17,-0.17
535,2018,State,25.0,Massachusetts,FFS,198485.0,7790378.0,2.55,-2.55,-0.2,20021.0,10.09,-0.9,-0.38
536,2018,State,25.0,Massachusetts,MC,232037.0,8656674.0,2.68,-4.24,-0.8,21231.0,9.15,0.35,-0.2
537,2018,State,26.0,Michigan,All,1324664.0,28526324.0,4.64,-4.06,-1.38,76280.0,5.76,-0.31,0.02
538,2018,State,26.0,Michigan,FFS,116768.0,8898519.0,1.31,-2.01,-0.39,8933.0,7.65,-0.56,0.39
539,2018,State,26.0,Michigan,MC,1207896.0,19627805.0,6.15,-5.76,-1.93,67347.0,5.58,-0.14,-0.01
540,2018,State,27.0,Minnesota,All,403003.0,11966244.0,3.37,-3.54,-0.77,32197.0,7.99,0.17,-0.81
541,2018,State,27.0,Minnesota,FFS,54348.0,1993886.0,2.73,-3.24,-0.71,5291.0,9.74,0.25,0.34
542,2018,State,27.0,Minnesota,MC,348655.0,9972358.0,3.5,-3.76,-0.78,26906.0,7.72,0.41,-0.98
543,2018,State,28.0,Mississippi,All,245928.0,5428636.0,4.53,-2.98,-1.03,11452.0,4.66,1.31,-0.03
544,2018,State,28.0,Mississippi,FFS,36062.0,991848.0,3.64,-0.65,-0.94,2565.0,7.11,3.83,-0.2
545,2018,State,28.0,Mississippi,MC,209866.0,4436788.0,4.73,-5.92,-1.03,8887.0,4.23,0.85,-0.04
546,2018,State,29.0,Missouri,All,447039.0,11248390.0,3.97,-2.9,-0.91,40950.0,9.16,0.74,-0.42
547,2018,State,29.0,Missouri,FFS,447039.0,11248390.0,3.97,-2.9,-0.91,40950.0,9.16,0.74,-0.42
549,2018,State,30.0,Montana,All,277969.0,2932281.0,9.48,1.05,2.78,141021.0,50.73,38.52,38.68
550,2018,State,30.0,Montana,FFS,277969.0,2932281.0,9.48,1.05,2.78,141021.0,50.73,38.52,38.68
552,2018,State,31.0,Nebraska,All,105388.0,2686202.0,3.92,-2.5,-0.48,12923.0,12.26,2.95,0.03
553,2018,State,31.0,Nebraska,FFS,513.0,12676.0,4.05,-2.5,-0.49,63.0,12.28,2.61,-0.79
554,2018,State,31.0,Nebraska,MC,104875.0,2673526.0,3.92,-0.62,-0.48,12860.0,12.26,10.09,0.05
555,2018,State,32.0,Nevada,All,347481.0,6363794.0,5.46,-3.91,-1.91,31971.0,9.2,-1.6,0.57
556,2018,State,32.0,Nevada,FFS,133896.0,2042949.0,6.55,-2.58,-1.67,16048.0,11.99,-1.48,0.77
557,2018,State,32.0,Nevada,MC,213585.0,4320845.0,4.94,-4.94,-1.99,15923.0,7.46,2.12,0.42
558,2018,State,33.0,New Hampshire,All,37488.0,1412816.0,2.65,-4.0,-0.58,5392.0,14.38,0.95,-0.14
559,2018,State,33.0,New Hampshire,FFS,4175.0,131351.0,3.18,-3.49,-0.58,369.0,8.84,-4.36,1.68
560,2018,State,33.0,New Hampshire,MC,33313.0,1281465.0,2.6,-3.77,-0.56,5023.0,15.08,-1.85,-0.53
561,2018,State,34.0,New Jersey,All,561878.0,19027162.0,2.95,-1.79,-0.67,49072.0,8.73,-0.93,-0.61
562,2018,State,34.0,New Jersey,FFS,12218.0,411578.0,2.97,-2.39,-0.42,2408.0,19.71,-0.07,-1.66
563,2018,State,34.0,New Jersey,MC,549660.0,18615584.0,2.95,-1.69,-0.68,46664.0,8.49,0.72,-0.59
564,2018,State,35.0,New Mexico,All,269377.0,5761533.0,4.68,-3.01,-0.86,10473.0,3.89,-3.48,-0.45
565,2018,State,35.0,New Mexico,FFS,16789.0,313906.0,5.35,-2.91,-1.55,705.0,4.2,-0.34,0.27
566,2018,State,35.0,New Mexico,MC,252588.0,5447627.0,4.64,-3.01,-0.83,9768.0,3.87,-3.7,-0.5
567,2018,State,36.0,New York,All,1323665.0,66172049.0,2.0,-1.6,-0.47,111174.0,8.4,-0.31,-0.68
568,2018,State,36.0,New York,FFS,70248.0,7040406.0,1.0,-1.35,-0.26,10073.0,14.34,-0.38,-0.31
569,2018,State,36.0,New York,MC,1253417.0,59131643.0,2.12,-1.67,-0.47,101101.0,8.07,-0.08,-0.76
570,2018,State,37.0,North Carolina,All,613637.0,15331801.0,4.0,-3.85,-1.55,67503.0,11.0,1.91,1.18
571,2018,State,37.0,North Carolina,FFS,613637.0,15331801.0,4.0,-3.85,-1.55,67503.0,11.0,1.91,1.18
573,2018,State,38.0,North Dakota,All,37137.0,969667.0,3.83,-2.95,-0.99,1610.0,4.34,-4.36,-1.96
574,2018,State,38.0,North Dakota,FFS,18276.0,561379.0,3.26,-3.52,-0.73,804.0,4.4,-4.3,-1.19
576,2018,State,39.0,Ohio,All,1290481.0,43004252.0,3.0,-4.6,-1.19,69310.0,5.37,-0.87,0.02
577,2018,State,39.0,Ohio,FFS,82827.0,3349658.0,2.47,-3.37,-1.04,7751.0,9.36,-0.68,0.7
578,2018,State,39.0,Ohio,MC,1207654.0,39654594.0,3.05,-5.18,-1.21,61559.0,5.1,-0.19,0.01
579,2018,State,40.0,Oklahoma,All,301559.0,5594115.0,5.39,-3.45,-1.03,26848.0,8.9,2.6,-0.48
580,2018,State,40.0,Oklahoma,FFS,301559.0,5594115.0,5.39,-3.45,-1.03,26848.0,8.9,2.6,-0.48
582,2018,State,41.0,Oregon,All,442778.0,9128662.0,4.85,-4.94,-1.38,27772.0,6.27,-3.79,-1.15
583,2018,State,41.0,Oregon,FFS,29346.0,2121782.0,1.38,-1.57,-0.71,6919.0,23.58,10.52,6.43
584,2018,State,41.0,Oregon,MC,413432.0,7006880.0,5.9,-6.23,-1.47,20853.0,5.04,-4.77,-1.62
585,2018,State,42.0,Pennsylvania,All,925613.0,33682616.0,2.75,-3.94,-1.49,84711.0,9.15,0.13,0.16
586,2018,State,42.0,Pennsylvania,FFS,16164.0,1161672.0,1.39,-3.77,-0.55,2667.0,16.5,2.22,-1.3
587,2018,State,42.0,Pennsylvania,MC,909449.0,32520944.0,2.8,-4.05,-1.53,82044.0,9.02,0.42,0.18
588,2018,State,44.0,Rhode Island,All,88704.0,3515400.0,2.52,-2.77,-0.83,6784.0,7.65,-0.06,0.74
589,2018,State,44.0,Rhode Island,FFS,1909.0,129744.0,1.47,-2.08,-0.74,276.0,14.46,1.37,3.17
590,2018,State,44.0,Rhode Island,MC,86795.0,3385656.0,2.56,-3.13,-0.84,6508.0,7.5,0.58,0.71
591,2018,State,45.0,South Carolina,All,233689.0,6593027.0,3.54,-3.33,-1.28,17101.0,7.32,1.29,0.9
592,2018,State,45.0,South Carolina,FFS,29639.0,1150755.0,2.58,-3.63,-0.49,2537.0,8.56,1.4,0.13
593,2018,State,45.0,South Carolina,MC,204050.0,5442272.0,3.75,-3.6,-1.44,14564.0,7.14,1.8,0.97
594,2018,State,46.0,South Dakota,All,32785.0,883741.0,3.71,-3.61,-1.07,3272.0,9.98,1.76,0.23
595,2018,State,46.0,South Dakota,FFS,32785.0,883741.0,3.71,-3.61,-1.07,3272.0,9.98,1.76,0.23
597,2018,State,47.0,Tennessee,All,457429.0,13593230.0,3.37,-5.81,-2.33,18716.0,4.09,-4.06,-0.34
598,2018,State,47.0,Tennessee,FFS,438972.0,12325658.0,3.56,-6.06,-2.57,18328.0,4.18,-3.97,-0.33
600,2018,State,48.0,Texas,All,890991.0,31001283.0,2.87,-2.13,-0.47,43041.0,4.83,0.73,-0.42
601,2018,State,48.0,Texas,FFS,20832.0,884189.0,2.36,-0.38,-0.29,790.0,3.79,-1.36,-1.28
602,2018,State,48.0,Texas,MC,870159.0,30117094.0,2.89,-2.61,-0.48,42251.0,4.86,0.87,-0.4
603,2018,State,49.0,Utah,All,120134.0,2492931.0,4.82,-3.13,-1.09,12461.0,10.37,1.43,-0.82
604,2018,State,49.0,Utah,FFS,26667.0,1158252.0,2.3,-3.97,-0.39,2040.0,7.65,-1.95,-1.17
605,2018,State,49.0,Utah,MC,93467.0,1334679.0,7.0,-2.29,-1.49,10421.0,11.15,2.56,-0.64
606,2018,State,50.0,Vermont,All,60520.0,1496879.0,4.04,-4.81,-1.0,9175.0,15.16,1.15,0.0
607,2018,State,50.0,Vermont,FFS,60520.0,1496303.0,4.04,-4.81,-1.0,9175.0,15.16,1.15,0.0
609,2018,State,51.0,Virginia,All,728090.0,11104727.0,6.56,-0.39,2.38,464252.0,63.76,56.67,47.25
610,2018,State,51.0,Virginia,FFS,124827.0,1160592.0,10.76,5.93,7.0,107289.0,85.95,75.64,50.32
611,2018,State,51.0,Virginia,MC,603263.0,9944135.0,6.07,-1.51,1.81,356963.0,59.17,52.68,45.81
612,2018,State,53.0,Washington,All,715535.0,14259424.0,5.02,-3.8,-1.17,56600.0,7.91,-3.24,-0.33
613,2018,State,53.0,Washington,FFS,74347.0,889920.0,8.35,0.49,-1.43,3012.0,4.05,-8.38,-0.48
614,2018,State,53.0,Washington,MC,641188.0,13369504.0,4.8,-4.51,-1.15,53588.0,8.36,-2.23,-0.28
615,2018,State,54.0,West Virginia,All,258932.0,9481639.0,2.73,-4.19,-0.88,10468.0,4.04,-1.5,-0.83
618,2018,State,55.0,Wisconsin,All,589412.0,10886934.0,5.41,-3.44,-1.04,117060.0,19.86,6.47,1.32
619,2018,State,55.0,Wisconsin,FFS,585710.0,10806962.0,5.42,-3.43,-1.04,116201.0,19.84,6.47,1.36
620,2018,State,55.0,Wisconsin,MC,3702.0,79972.0,4.63,-3.75,-0.58,859.0,23.2,4.73,-4.87
621,2018,State,56.0,Wyoming,All,23395.0,473446.0,4.94,-2.84,-0.9,2318.0,9.91,-0.36,0.49
622,2018,State,56.0,Wyoming,FFS,23395.0,473446.0,4.94,-2.84,-0.9,2318.0,9.91,-0.36,0.49
